activity_zone_id,name,centroid_x,centroid_y,geometry,centroid,poi_count
44,B14,-91.75486499999995,37.99498499999999,"POLYGON ((-91.75786999999995 37.99197999999999,-91.75786999999995 37.997989999999994,-91.75185999999995 37.997989999999994,-91.75185999999995 37.99197999999999,-91.75786999999995 37.99197999999999))",POINT (-91.75486499999995 37.99498499999999),0
45,B15,-91.74885499999995,37.99498499999999,"POLYGON ((-91.75185999999995 37.99197999999999,-91.75185999999995 37.997989999999994,-91.74584999999995 37.997989999999994,-91.74584999999995 37.99197999999999,-91.75185999999995 37.99197999999999))",POINT (-91.74885499999995 37.99498499999999),0
46,B16,-91.74284499999995,37.99498499999999,"POLYGON ((-91.74584999999995 37.99197999999999,-91.74584999999995 37.997989999999994,-91.73983999999994 37.997989999999994,-91.73983999999994 37.99197999999999,-91.74584999999995 37.99197999999999))",POINT (-91.74284499999995 37.99498499999999),0
47,B17,-91.73683499999994,37.99498499999999,"POLYGON ((-91.73983999999994 37.99197999999999,-91.73983999999994 37.997989999999994,-91.73382999999994 37.997989999999994,-91.73382999999994 37.99197999999999,-91.73983999999994 37.99197999999999))",POINT (-91.73683499999994 37.99498499999999),0
48,B18,-91.73082499999994,37.99498499999999,"POLYGON ((-91.73382999999994 37.99197999999999,-91.73382999999994 37.997989999999994,-91.72781999999994 37.997989999999994,-91.72781999999994 37.99197999999999,-91.73382999999994 37.99197999999999))",POINT (-91.73082499999994 37.99498499999999),0
49,B19,-91.72481499999994,37.99498499999999,"POLYGON ((-91.72781999999994 37.99197999999999,-91.72781999999994 37.997989999999994,-91.72180999999993 37.997989999999994,-91.72180999999993 37.99197999999999,-91.72781999999994 37.99197999999999))",POINT (-91.72481499999994 37.99498499999999),0
50,B20,-91.71880499999993,37.99498499999999,"POLYGON ((-91.72180999999993 37.99197999999999,-91.72180999999993 37.997989999999994,-91.71579999999993 37.997989999999994,-91.71579999999993 37.99197999999999,-91.72180999999993 37.99197999999999))",POINT (-91.71880499999993 37.99498499999999),0
51,B21,-91.71279499999993,37.99498499999999,"POLYGON ((-91.71579999999993 37.99197999999999,-91.71579999999993 37.997989999999994,-91.70978999999993 37.997989999999994,-91.70978999999993 37.99197999999999,-91.71579999999993 37.99197999999999))",POINT (-91.71279499999993 37.99498499999999),0
52,B22,-91.70678499999993,37.99498499999999,"POLYGON ((-91.70978999999993 37.99197999999999,-91.70978999999993 37.997989999999994,-91.70377999999992 37.997989999999994,-91.70377999999992 37.99197999999999,-91.70978999999993 37.99197999999999))",POINT (-91.70678499999993 37.99498499999999),0
53,B23,-91.70077499999992,37.99498499999999,"POLYGON ((-91.70377999999992 37.99197999999999,-91.70377999999992 37.997989999999994,-91.69776999999992 37.997989999999994,-91.69776999999992 37.99197999999999,-91.70377999999992 37.99197999999999))",POINT (-91.70077499999992 37.99498499999999),0
54,B24,-91.69476499999992,37.99498499999999,"POLYGON ((-91.69776999999992 37.99197999999999,-91.69776999999992 37.997989999999994,-91.69175999999992 37.997989999999994,-91.69175999999992 37.99197999999999,-91.69776999999992 37.99197999999999))",POINT (-91.69476499999992 37.99498499999999),1
55,B25,-91.68875499999992,37.99498499999999,"POLYGON ((-91.69175999999992 37.99197999999999,-91.69175999999992 37.997989999999994,-91.68574999999991 37.997989999999994,-91.68574999999991 37.99197999999999,-91.69175999999992 37.99197999999999))",POINT (-91.68875499999992 37.99498499999999),1
56,B26,-91.68274499999991,37.99498499999999,"POLYGON ((-91.68574999999991 37.99197999999999,-91.68574999999991 37.997989999999994,-91.67973999999991 37.997989999999994,-91.67973999999991 37.99197999999999,-91.68574999999991 37.99197999999999))",POINT (-91.68274499999991 37.99498499999999),0
57,B27,-91.67673499999991,37.99498499999999,"POLYGON ((-91.67973999999991 37.99197999999999,-91.67973999999991 37.997989999999994,-91.6737299999999 37.997989999999994,-91.6737299999999 37.99197999999999,-91.67973999999991 37.99197999999999))",POINT (-91.67673499999991 37.99498499999999),0
58,B28,-91.6707249999999,37.99498499999999,"POLYGON ((-91.6737299999999 37.99197999999999,-91.6737299999999 37.997989999999994,-91.6677199999999 37.997989999999994,-91.6677199999999 37.99197999999999,-91.6737299999999 37.99197999999999))",POINT (-91.6707249999999 37.99498499999999),0
59,B29,-91.6647149999999,37.99498499999999,"POLYGON ((-91.6677199999999 37.99197999999999,-91.6677199999999 37.997989999999994,-91.6617099999999 37.997989999999994,-91.6617099999999 37.99197999999999,-91.6677199999999 37.99197999999999))",POINT (-91.6647149999999 37.99498499999999),0
60,B30,-91.6587049999999,37.99498499999999,"POLYGON ((-91.6617099999999 37.99197999999999,-91.6617099999999 37.997989999999994,-91.6556999999999 37.997989999999994,-91.6556999999999 37.99197999999999,-91.6617099999999 37.99197999999999))",POINT (-91.6587049999999 37.99498499999999),0
61,C1,-91.832995,37.98897499999999,"POLYGON ((-91.836 37.98596999999999,-91.836 37.99197999999999,-91.82999 37.99197999999999,-91.82999 37.98596999999999,-91.836 37.98596999999999))",POINT (-91.832995 37.98897499999999),0
62,C2,-91.826985,37.98897499999999,"POLYGON ((-91.82999 37.98596999999999,-91.82999 37.99197999999999,-91.82397999999999 37.99197999999999,-91.82397999999999 37.98596999999999,-91.82999 37.98596999999999))",POINT (-91.826985 37.98897499999999),0
63,C3,-91.82097499999999,37.98897499999999,"POLYGON ((-91.82397999999999 37.98596999999999,-91.82397999999999 37.99197999999999,-91.81796999999999 37.99197999999999,-91.81796999999999 37.98596999999999,-91.82397999999999 37.98596999999999))",POINT (-91.82097499999999 37.98897499999999),0
64,C4,-91.81496499999999,37.98897499999999,"POLYGON ((-91.81796999999999 37.98596999999999,-91.81796999999999 37.99197999999999,-91.81195999999998 37.99197999999999,-91.81195999999998 37.98596999999999,-91.81796999999999 37.98596999999999))",POINT (-91.81496499999999 37.98897499999999),0
65,C5,-91.80895499999998,37.98897499999999,"POLYGON ((-91.81195999999998 37.98596999999999,-91.81195999999998 37.99197999999999,-91.80594999999998 37.99197999999999,-91.80594999999998 37.98596999999999,-91.81195999999998 37.98596999999999))",POINT (-91.80895499999998 37.98897499999999),0
66,C6,-91.80294499999998,37.98897499999999,"POLYGON ((-91.80594999999998 37.98596999999999,-91.80594999999998 37.99197999999999,-91.79993999999998 37.99197999999999,-91.79993999999998 37.98596999999999,-91.80594999999998 37.98596999999999))",POINT (-91.80294499999998 37.98897499999999),0
67,C7,-91.79693499999998,37.98897499999999,"POLYGON ((-91.79993999999998 37.98596999999999,-91.79993999999998 37.99197999999999,-91.79392999999997 37.99197999999999,-91.79392999999997 37.98596999999999,-91.79993999999998 37.98596999999999))",POINT (-91.79693499999998 37.98897499999999),0
68,C8,-91.79092499999997,37.98897499999999,"POLYGON ((-91.79392999999997 37.98596999999999,-91.79392999999997 37.99197999999999,-91.78791999999997 37.99197999999999,-91.78791999999997 37.98596999999999,-91.79392999999997 37.98596999999999))",POINT (-91.79092499999997 37.98897499999999),0
69,C9,-91.78491499999997,37.98897499999999,"POLYGON ((-91.78791999999997 37.98596999999999,-91.78791999999997 37.99197999999999,-91.78190999999997 37.99197999999999,-91.78190999999997 37.98596999999999,-91.78791999999997 37.98596999999999))",POINT (-91.78491499999997 37.98897499999999),0
70,C10,-91.77890499999997,37.98897499999999,"POLYGON ((-91.78190999999997 37.98596999999999,-91.78190999999997 37.99197999999999,-91.77589999999996 37.99197999999999,-91.77589999999996 37.98596999999999,-91.78190999999997 37.98596999999999))",POINT (-91.77890499999997 37.98897499999999),0
71,C11,-91.77289499999996,37.98897499999999,"POLYGON ((-91.77589999999996 37.98596999999999,-91.77589999999996 37.99197999999999,-91.76988999999996 37.99197999999999,-91.76988999999996 37.98596999999999,-91.77589999999996 37.98596999999999))",POINT (-91.77289499999996 37.98897499999999),0
72,C12,-91.76688499999996,37.98897499999999,"POLYGON ((-91.76988999999996 37.98596999999999,-91.76988999999996 37.99197999999999,-91.76387999999996 37.99197999999999,-91.76387999999996 37.98596999999999,-91.76988999999996 37.98596999999999))",POINT (-91.76688499999996 37.98897499999999),2
73,C13,-91.76087499999996,37.98897499999999,"POLYGON ((-91.76387999999996 37.98596999999999,-91.76387999999996 37.99197999999999,-91.75786999999995 37.99197999999999,-91.75786999999995 37.98596999999999,-91.76387999999996 37.98596999999999))",POINT (-91.76087499999996 37.98897499999999),1
74,C14,-91.75486499999995,37.98897499999999,"POLYGON ((-91.75786999999995 37.98596999999999,-91.75786999999995 37.99197999999999,-91.75185999999995 37.99197999999999,-91.75185999999995 37.98596999999999,-91.75786999999995 37.98596999999999))",POINT (-91.75486499999995 37.98897499999999),0
75,C15,-91.74885499999995,37.98897499999999,"POLYGON ((-91.75185999999995 37.98596999999999,-91.75185999999995 37.99197999999999,-91.74584999999995 37.99197999999999,-91.74584999999995 37.98596999999999,-91.75185999999995 37.98596999999999))",POINT (-91.74885499999995 37.98897499999999),0
76,C16,-91.74284499999995,37.98897499999999,"POLYGON ((-91.74584999999995 37.98596999999999,-91.74584999999995 37.99197999999999,-91.73983999999994 37.99197999999999,-91.73983999999994 37.98596999999999,-91.74584999999995 37.98596999999999))",POINT (-91.74284499999995 37.98897499999999),0
77,C17,-91.73683499999994,37.98897499999999,"POLYGON ((-91.73983999999994 37.98596999999999,-91.73983999999994 37.99197999999999,-91.73382999999994 37.99197999999999,-91.73382999999994 37.98596999999999,-91.73983999999994 37.98596999999999))",POINT (-91.73683499999994 37.98897499999999),0
78,C18,-91.73082499999994,37.98897499999999,"POLYGON ((-91.73382999999994 37.98596999999999,-91.73382999999994 37.99197999999999,-91.72781999999994 37.99197999999999,-91.72781999999994 37.98596999999999,-91.73382999999994 37.98596999999999))",POINT (-91.73082499999994 37.98897499999999),1
79,C19,-91.72481499999994,37.98897499999999,"POLYGON ((-91.72781999999994 37.98596999999999,-91.72781999999994 37.99197999999999,-91.72180999999993 37.99197999999999,-91.72180999999993 37.98596999999999,-91.72781999999994 37.98596999999999))",POINT (-91.72481499999994 37.98897499999999),1
80,C20,-91.71880499999993,37.98897499999999,"POLYGON ((-91.72180999999993 37.98596999999999,-91.72180999999993 37.99197999999999,-91.71579999999993 37.99197999999999,-91.71579999999993 37.98596999999999,-91.72180999999993 37.98596999999999))",POINT (-91.71880499999993 37.98897499999999),0
81,C21,-91.71279499999993,37.98897499999999,"POLYGON ((-91.71579999999993 37.98596999999999,-91.71579999999993 37.99197999999999,-91.70978999999993 37.99197999999999,-91.70978999999993 37.98596999999999,-91.71579999999993 37.98596999999999))",POINT (-91.71279499999993 37.98897499999999),0
82,C22,-91.70678499999993,37.98897499999999,"POLYGON ((-91.70978999999993 37.98596999999999,-91.70978999999993 37.99197999999999,-91.70377999999992 37.99197999999999,-91.70377999999992 37.98596999999999,-91.70978999999993 37.98596999999999))",POINT (-91.70678499999993 37.98897499999999),0
83,C23,-91.70077499999992,37.98897499999999,"POLYGON ((-91.70377999999992 37.98596999999999,-91.70377999999992 37.99197999999999,-91.69776999999992 37.99197999999999,-91.69776999999992 37.98596999999999,-91.70377999999992 37.98596999999999))",POINT (-91.70077499999992 37.98897499999999),0
84,C24,-91.69476499999992,37.98897499999999,"POLYGON ((-91.69776999999992 37.98596999999999,-91.69776999999992 37.99197999999999,-91.69175999999992 37.99197999999999,-91.69175999999992 37.98596999999999,-91.69776999999992 37.98596999999999))",POINT (-91.69476499999992 37.98897499999999),0
85,C25,-91.68875499999992,37.98897499999999,"POLYGON ((-91.69175999999992 37.98596999999999,-91.69175999999992 37.99197999999999,-91.68574999999991 37.99197999999999,-91.68574999999991 37.98596999999999,-91.69175999999992 37.98596999999999))",POINT (-91.68875499999992 37.98897499999999),0
86,C26,-91.68274499999991,37.98897499999999,"POLYGON ((-91.68574999999991 37.98596999999999,-91.68574999999991 37.99197999999999,-91.67973999999991 37.99197999999999,-91.67973999999991 37.98596999999999,-91.68574999999991 37.98596999999999))",POINT (-91.68274499999991 37.98897499999999),0
87,C27,-91.67673499999991,37.98897499999999,"POLYGON ((-91.67973999999991 37.98596999999999,-91.67973999999991 37.99197999999999,-91.6737299999999 37.99197999999999,-91.6737299999999 37.98596999999999,-91.67973999999991 37.98596999999999))",POINT (-91.67673499999991 37.98897499999999),3
88,C28,-91.6707249999999,37.98897499999999,"POLYGON ((-91.6737299999999 37.98596999999999,-91.6737299999999 37.99197999999999,-91.6677199999999 37.99197999999999,-91.6677199999999 37.98596999999999,-91.6737299999999 37.98596999999999))",POINT (-91.6707249999999 37.98897499999999),0
89,C29,-91.6647149999999,37.98897499999999,"POLYGON ((-91.6677199999999 37.98596999999999,-91.6677199999999 37.99197999999999,-91.6617099999999 37.99197999999999,-91.6617099999999 37.98596999999999,-91.6677199999999 37.98596999999999))",POINT (-91.6647149999999 37.98897499999999),2
90,C30,-91.6587049999999,37.98897499999999,"POLYGON ((-91.6617099999999 37.98596999999999,-91.6617099999999 37.99197999999999,-91.6556999999999 37.99197999999999,-91.6556999999999 37.98596999999999,-91.6617099999999 37.98596999999999))",POINT (-91.6587049999999 37.98897499999999),0
91,D1,-91.832995,37.982964999999986,"POLYGON ((-91.836 37.979959999999984,-91.836 37.98596999999999,-91.82999 37.98596999999999,-91.82999 37.979959999999984,-91.836 37.979959999999984))",POINT (-91.832995 37.982964999999986),0
92,D2,-91.826985,37.982964999999986,"POLYGON ((-91.82999 37.979959999999984,-91.82999 37.98596999999999,-91.82397999999999 37.98596999999999,-91.82397999999999 37.979959999999984,-91.82999 37.979959999999984))",POINT (-91.826985 37.982964999999986),0
93,D3,-91.82097499999999,37.982964999999986,"POLYGON ((-91.82397999999999 37.979959999999984,-91.82397999999999 37.98596999999999,-91.81796999999999 37.98596999999999,-91.81796999999999 37.979959999999984,-91.82397999999999 37.979959999999984))",POINT (-91.82097499999999 37.982964999999986),0
94,D4,-91.81496499999999,37.982964999999986,"POLYGON ((-91.81796999999999 37.979959999999984,-91.81796999999999 37.98596999999999,-91.81195999999998 37.98596999999999,-91.81195999999998 37.979959999999984,-91.81796999999999 37.979959999999984))",POINT (-91.81496499999999 37.982964999999986),0
95,D5,-91.80895499999998,37.982964999999986,"POLYGON ((-91.81195999999998 37.979959999999984,-91.81195999999998 37.98596999999999,-91.80594999999998 37.98596999999999,-91.80594999999998 37.979959999999984,-91.81195999999998 37.979959999999984))",POINT (-91.80895499999998 37.982964999999986),0
96,D6,-91.80294499999998,37.982964999999986,"POLYGON ((-91.80594999999998 37.979959999999984,-91.80594999999998 37.98596999999999,-91.79993999999998 37.98596999999999,-91.79993999999998 37.979959999999984,-91.80594999999998 37.979959999999984))",POINT (-91.80294499999998 37.982964999999986),0
97,D7,-91.79693499999998,37.982964999999986,"POLYGON ((-91.79993999999998 37.979959999999984,-91.79993999999998 37.98596999999999,-91.79392999999997 37.98596999999999,-91.79392999999997 37.979959999999984,-91.79993999999998 37.979959999999984))",POINT (-91.79693499999998 37.982964999999986),0
98,D8,-91.79092499999997,37.982964999999986,"POLYGON ((-91.79392999999997 37.979959999999984,-91.79392999999997 37.98596999999999,-91.78791999999997 37.98596999999999,-91.78791999999997 37.979959999999984,-91.79392999999997 37.979959999999984))",POINT (-91.79092499999997 37.982964999999986),0
99,D9,-91.78491499999997,37.982964999999986,"POLYGON ((-91.78791999999997 37.979959999999984,-91.78791999999997 37.98596999999999,-91.78190999999997 37.98596999999999,-91.78190999999997 37.979959999999984,-91.78791999999997 37.979959999999984))",POINT (-91.78491499999997 37.982964999999986),0
100,D10,-91.77890499999997,37.982964999999986,"POLYGON ((-91.78190999999997 37.979959999999984,-91.78190999999997 37.98596999999999,-91.77589999999996 37.98596999999999,-91.77589999999996 37.979959999999984,-91.78190999999997 37.979959999999984))",POINT (-91.77890499999997 37.982964999999986),0
101,D11,-91.77289499999996,37.982964999999986,"POLYGON ((-91.77589999999996 37.979959999999984,-91.77589999999996 37.98596999999999,-91.76988999999996 37.98596999999999,-91.76988999999996 37.979959999999984,-91.77589999999996 37.979959999999984))",POINT (-91.77289499999996 37.982964999999986),0
102,D12,-91.76688499999996,37.982964999999986,"POLYGON ((-91.76988999999996 37.979959999999984,-91.76988999999996 37.98596999999999,-91.76387999999996 37.98596999999999,-91.76387999999996 37.979959999999984,-91.76988999999996 37.979959999999984))",POINT (-91.76688499999996 37.982964999999986),0
103,D13,-91.76087499999996,37.982964999999986,"POLYGON ((-91.76387999999996 37.979959999999984,-91.76387999999996 37.98596999999999,-91.75786999999995 37.98596999999999,-91.75786999999995 37.979959999999984,-91.76387999999996 37.979959999999984))",POINT (-91.76087499999996 37.982964999999986),2
